,title,year,genre,mix,bpm,artist
299,Shine Shine,2000,—,—,98,Papa Reu
300,Bumble Bee (What The Buzz About),2010,—, Clean Edit,95,Papa Reu
301,Bumble Bee (What The Buzz About),2010,Top 40,—,95,Papa Reu
302,Diamonds & Pearls,2000,—,—,98,Papa Reu
303,Shine,2000,—,—,98,Papa Reu
304,Shine Shine,2000,—,—,98,Papa Reu
305,To Be Loved,2006,Rock,—,96,Papa Roach
306,Where Did The Angels Go?,2013,Rock,—,120,Papa Roach
307,Who Do You Trust?,2019,—,—,102,Papa Roach
308,Breathe Again,2003,—,—,97,Papa San
309,In A Di Ghetto,2009,—,—,84,Papa San ft. Canton Jones
310,Atory Masai,2015,Dance,Original Mix,174,Papa Skill
311,Bombshell,1999,—,—,80,Papa Vegas
312,Hero,1998,—,—,138,Papaya
313,Quiero Vacilar,2015,Reggaeton,—,95,Papayo
314,Vamo' Amanecer,2014,—,—,130,Papayo ft. Motiff
315,Vamo' Amanecer,2014,—,—,130,Papayo ft. Motiff
316,Ditty,1992,Hip-Hop,New Hype Mix,100,Paperboy
317,Ditty,2004,Urban,—,99,Paperboy
318,Ditty,1992,Hip-Hop,Radio Edit,100,Paperboy
319,Ditty,1992,Hip-Hop,Divine Street Mix,100,Paperboy
320,Night Visions (Sunglasses),2013,—,Radio Edit,128,Papercha$er ft. Corey Hart
321,Night Visions (Sunglasses),2013,Dance, Quick Edit*,128,Papercha$er ft. Corey Hart
322,Night Visions (Sunglasses),2013,Dance,—,128,Papercha$er ft. Corey Hart
323,Night Visions (Sunglasses),2013,—,Money Mix,128,Papercha$er ft. Corey Hart
324,Night Visions (Sunglasses),2013,Dance, Quick Edit,128,Papercha$er ft. Corey Hart
325,Night Visions (Sunglasses),2013,Dance,Radio Mix,128,Papercha$er ft. Corey Hart
326,Left 4 Dead,2009,—,—,58,Papercut Massacre
327,Do You Really Wanna Know,2011,Rock,—,129,Papercuts
328,Sticky Icky,2019,AlternRock,Clean Edit,92,Paper Jackets
329,Everybody,2018,—,Explicit,79,Paper Lovee
330,The Weather,2016,Rock,—,104,Paper Pilots
331,Balconies,2017,Alternative,—,90,Paper Route
332,Carousel,2009,—,—,75,Paper Route
333,Chariots,2016,Alternative,Radio Edit,129,Paper Route
334,Amen,2012,Alternative,—,78,Paper Tongues
335,Get Higher,2010,—,Pop Edit,71,Paper Tongues
336,Get Higher,2010,—,—,71,Paper Tongues
337,Ride To California,2009,—,—,101,Paper Tongues
338,Trinity,2010,—,—,120,Paper Tongues
339,Get Away,2016,Top 40,—,77,Paperwhite
340,Como Respirar,2012,Merengue Mambo,—,118,Papi Sanchez
341,Dilema,2004,Latin Pop,—,120,Papi Sanchez
342,Hazme El Amor En La Playa,2008,Dancehall,—,120,Papi Sanchez
343,Mala Mia,2017,Reggaeton,—,87,Papi Sanchez
344,Mano' Pa' Arriba,2006,Reggaeton,—,110,Papi Sanchez
345,Mi Primera Dama,2005,—,—,124,Papi Sanchez
346,Pakity,2006,—,—,92,Papi Sanchez
347,Solo,2009,—,—,119,Papi Sanchez
348,Suave Mami,2004,Latin Pop,—,125,Papi Sanchez
349,Te Amare,2013,Merengue Mambo,—,120,Papi Sanchez
350,,,,,,
351,Te Voy A Da' Banda,2010,Merengue Mambo,—,120,Papi Sanchez
352,Vamonos De Party,2004,Latin Pop,—,87,Papi Sanchez
353,Prueba De Amor,2015,—,—,96,Papi Sanchez ft. Asdrubar
354,Me Dio Pa Eso,2017,—,—,120,Papi Sanchez ft. El Cata
355,Guayamo' O Peliamo',2010,—,—,128,Papi Sanchez ft. Shabakan
356,Pakity,2007,Reggaeton,—,92,Papi Sanchez ft. Shabakan
357,No Se Quien Soy,2013,Merengue Mambo,—,61,Papi Shulo
