,title,year,genre,mix,bpm,artist
226,Cruxified,—,—,—,120,U-N-I
227,Land Of The Kings,2010,—,—,120,U-N-I
228,I Wanna Marry Juana,2007,—,Explicit,94,Unibomber
229,Feel So Real,2013,—,InsideInfo Remix,174,Unicorn Kid
230,Feel So Real,2012,—,Andi Durrant & Steve More Club Mix,127,Unicorn Kid
231,Feels So Real,2013,Dance,—,130,Unicorn Kid
232,Need U,2012,Dance,—,140,Unicorn Kid
233,Need U,2012,Dance, Calvertron Intro Edit*,70,Unicorn Kid
234,Need U,2012,Dance, Calvertron Quick Edit,70,Unicorn Kid
235,Need U,2012,—,Jaxxon Remix,128,Unicorn Kid
236,Need U,2012,Dance,Calvertron Radio Edit,70,Unicorn Kid
237,Need U,2012,Dance, Calvertron Quick Edit*,70,Unicorn Kid
238,Need U,2012,—,Calvertron Vocal Mix,140,Unicorn Kid
239,,,,,,
240,Need U,2012,Dance, Calvertron Intro Edit,70,Unicorn Kid
241,California,2000,—,—,122,Unified Theory
242,Feel Me,2002,—,Tm Vocal,126,Unifunkation Feat. Alexander East
243,Pyramide,2007,—,Manuel Perez Machines Remix,130,Uninvited Partners
244,No Tengo Amor,2008,Bachata,—,130,Unique
245,Woof! (Give It To Me),2009,—,Julian Marsh Original Mix,128,Unit-911
246,Woof! (Give It To Me),2010,—,Matt Pop Mix - ISV Video Mix By VJ Tony,128,Unit-911
247,Woof! (Give It To Me),2010,—,S.E.X. Appeal Remix - ISV Video Mix By Jonathan Luke,140,Unit-911
248,Keep On Dancin',1997,—,Norty Mix,124,United Funk Pilots
249,Waves,2018,Rock,—,134,United Ghosts
250,United Nations Of House,1997,—,Original Mix,140,United Nations Project
251,Ai No Corrida,2006,Dance,—,128,Uniting Nations
252,Blaze Of Glory,2010,—,Original Extended Mix,130,Uniting Nations
253,Do It Yourself (Go Out & Get It),2008,Dance,—,129,Uniting Nations
254,Do It Yourself (Go Out & Get It),2008,—,Extended Mix,129,Uniting Nations
255,Do It Yourself (Go Out & Get It),2008,—,Extended Edit*,129,Uniting Nations
256,Do It Yourself (Go Out & Get It),2009,—,Extended Edit**,129,Uniting Nations
257,Out Of Touch,2004,Dance,"7""",130,Uniting Nations
258,Out Of Touch,2005,Dance,Clean Version,130,Uniting Nations
259,Out Of Touch,2005,Dance,Extended Mix,130,Uniting Nations
260,Out Of Touch,2005,Dance,—,128,Uniting Nations
261,,,,,,
262,You & Me,2005,—,—,128,Uniting Nations
263,You & Me,2005,Dance,"12""",128,Uniting Nations
264,Mercy,2011,—,Extended Mix,130,Uniting Nations ft. Nate James
265,Mercy,2011,—,Extended Mix,130,Uniting Nations ft. Nate James
266,Let's Ride,2010,—,—,78,Unity ft. Stic.Man Of Dead Prez
267,Let's Ride,2010,Urban,(Explicit),77,Unity ft. Stic.Man Of Dead Prez
268,West Of Athens,2000,—,Club Mix,128,Universal Agents
269,Oohy Aahy,2006,—,—,122,Universal Xpression
270,Vanished,2015,Dance,—,128,UNIVZ
271,2 Step,2007,Hip-Hop,—,77,UNK
272,2 Step,2007,—, Clean Edit,77,UNK
273,Walk It Out,2006,—,Instrumental,80,UNK
274,Walk It Out,2006,—,—,80,UNK
275,Walk It Out,2007,—, Clean Edit,80,UNK
276,2 Step,2007,Hip-Hop,—,77,UNK
277,2 Step,2007,—, Clean Edit,77,UNK
278,Walk It Out,2006,—,Instrumental,80,UNK
279,Walk It Out,2006,—,—,80,UNK
280,Walk It Out,2007,—, Clean Edit,80,UNK
281,2 Step,2007,Hip-Hop,—,77,UNK
282,2 Step,2007,—, Clean Edit,77,UNK
283,Walk It Out,2006,—,Instrumental,80,UNK
284,Walk It Out,2006,—,—,80,UNK
285,Walk It Out,2007,—, Clean Edit,80,UNK
286,2 Step,2007,Hip-Hop,—,77,UNK
287,2 Step,2007,—, Clean Edit,77,UNK
288,Walk It Out,2006,—,Instrumental,80,UNK
289,Walk It Out,2006,—,—,80,UNK
290,Walk It Out,2007,—, Clean Edit,80,UNK
291,Hit The Dance Floor,2007,—,Explicit,80,Unk ft. Baby D
292,Hit The Dance Floor,2007,Urban,—,80,Unk ft. Baby D
293,Hit The Dance Floor,2007,—,Explicit,80,Unk ft. Baby D
294,Hit The Dance Floor,2007,Urban,—,80,Unk ft. Baby D
295,Celestial Annihilation,1998,—,Ep Version,120,Unkle
296,Never Never Land,2003,—,—,133,Unkle
297,Reign,2005,—,Three A.M.'s Black Swan Vocal Mix,128,Unkle
298,I Am Stronger,2014,Urban,—,98,Unkle Adams
299,Be There,1999,—,Underdog Remix,108,Unkle Feat. Ian Brown
300,Heaven,2009,—,—,90,UNKLE ft. Gavin Clark
301,Hunnybee,2018,Alternative,—,120,Unknown Mortal Orchestra
302,Bartender,2009,Urban,—,68,Unladylike
303,Everything Black,2017,Electronica,—,98,Unlike Pluto ft. Mike Taylor
304,Failure,2003,—,—,81,Unloco
305,The Silent You,2002,—,The Mystery Mix,139,Unmark
306,The Silent You,2002,—,The Mystery Mix,139,Unmark
307,Our Addiction,2013,Rock,(Explicit),75,UnSaid Fate
308,Call It Grace,2015,Other,—,60,Unspoken
309,Feliz Navidad,2013,—,Radio,72,Unspoken
310,Good Fight,2015,Other,—,88,Unspoken
311,Higher,2016,Other,—,82,Unspoken
312,Just Give Me Jesus,2018,Other,Radio,90,Unspoken
313,Lift My Life Up,2013,—,—,76,Unspoken
314,Reason,2019,Christian,—,80,Unspoken
315,Start A Fire,2014,Other,—,82,Unspoken
316,The Cure,2017,Other,—,94,Unspoken
317,Who You Are,2013,—,Acoustic Version,71,Unspoken
318,,,,,,
319,Who You Are,2012,—,Album Version,71,Unspoken
320,You've Always Been,2020,Christian,Album,83,Unspoken
321,Untidy Dubs Presents Funky Groove,1998,—,Original Mix,135,Untidy DJ's
322,The Place Where You Belong,2006,—,(Stardustmusic Dancefloor Edit) ISV Video Mix By Mi3,126,Until
323,What I've Done,2008,—,—,97,Until June
324,A Taste Of Silver,2015,Alternative,—,88,Until The Ribbon Breaks
325,Revolution Indifference,2015,Alternative,—,65,Until The Ribbon Breaks
326,La Madrugada,2020,Latin,PO Clean Edit,116,Un Titico
327,Willst Du? (todesangst),—,—,—,133,Untoten Vs. SOKO Friedhof
328,How Can You Walk Away,1995,—,—,51,U.N.V.
329,Cailin,1999,—,—,102,Unwritten Law
330,Nevermind,2012,Alternative,—,73,Unwritten Law
331,Rest Of My Life,2002,—,—,97,Unwritten Law
332,Save Me,2004,Rock,—,76,Unwritten Law
333,Seeing Red,—,—,—,103,Unwritten Law
334,Seein' Red,2005,Rock,—,103,Unwritten Law
335,She Says,2005,Rock,—,75,Unwritten Law
336,Should've Known Better,2009,Rock,Live Version,117,Unwritten Law
337,Should've Known Better,2009,—,—,114,Unwritten Law
338,Sing,2011,—,—,86,Unwritten Law
339,,,,,,
340,Starships & Apocalypse,2011,Alternative,—,97,Unwritten Law
341,Up All Night,—,—,—,109,Unwritten Law
342,Cailin,1999,—,—,102,Unwritten Law
343,Nevermind,2012,Alternative,—,73,Unwritten Law
344,Rest Of My Life,2002,—,—,97,Unwritten Law
345,Save Me,2004,Rock,—,76,Unwritten Law
346,Seeing Red,—,—,—,103,Unwritten Law
347,Seein' Red,2005,Rock,—,103,Unwritten Law
348,She Says,2005,Rock,—,75,Unwritten Law
349,Should've Known Better,2009,Rock,Live Version,117,Unwritten Law
350,Should've Known Better,2009,—,—,114,Unwritten Law
351,Sing,2011,—,—,86,Unwritten Law
352,,,,,,
353,Starships & Apocalypse,2011,Alternative,—,97,Unwritten Law
354,Up All Night,—,—,—,109,Unwritten Law
355,Free,2004,Rock,—,90,U.P.O.
356,Turn Down For What,2015,Rock,—,100,Upon A Burning Body ft. Ice T
357,Revoltillo,2003,—,—,87,Upperground
358,Smile For The Camera,2019,AlternRock,PO Intro Edit,130,UPSAHL
359,Smile For The Camera,2019,AlternRock,PO Quick Edit,130,UPSAHL
360,Smile For The Camera,2019,AlternRock,—,130,UPSAHL
361,London,2013,—,Delgado Remix,125,Up Yours ft. Feral Is Kinky
362,Old School,2017,—,Dave Aude Edit,115,Urban Cone
363,Old School,2017,Dance,—,95,Urban Cone
364,Pumping Up Clouds,2017,Rock,Live From YouTube Space LA,67,Urban Cone
365,Sadness Disease,2015,Dance,Avenue Remix,132,Urban Cone
366,Sadness Disease,2015,Dance,Two Friends Remix,128,Urban Cone
367,Come Back To Me,2017,Dance,filous Remix,95,Urban Cone ft. Tove Lo
368,"The Key, The Secret",2011,—,187 Lockdown Club Mix,128,Urban Cookie Collective
369,The Immigrant,2004,—,—,91,Urban D
370,Play 4 Love,2007,—,Chris Nobles Deconstructed Mix,128,Urban Dance Institution
371,Deeper Shade Of Soul,2007,—,—,114,Urban Dance Squad
372,We Go Together Like,2003,—,—,95,Urban D Feat. KJ-52
373,Transformation,2015,Urban,—,95,Urband Soul
374,Una Noche Contigo,2013,Merengue Mambo,—,62,Urbanes Eliot 'El Mago De Oz'
375,Helpless,1992,—,Wizdum Mix,123,Urbanized Feat. Silvano
376,Make It Happen,1999,—,—,80,Urban Misfits
377,Jungle Lust (i Want You),1994,—,Urban Motion,122,Urban Motion
378,I Refuse,2006,—,—,59,Urban Mystic
379,It's You,2005,—,—,86,Urban Mystic
380,Where Were You,2004,Urban,—,83,Urban Mystic
381,Your Portrait,2007,Urban,—,60,Urban Mystic
382,Never Stop,2016,Top 40,Acoustic,109,Urban Rescue
383,What Do I Gotta Do,1997,—,Eric Kupper Vocal,122,Urban Soul
384,What Do I Gotta Do,1997,—,Eric Kupper Vocal,122,Urban Soul
385,"Girl, You'll Be A Woman Soon",2010,Rock,—,115,Urge Overkill
386,Para Que Te Enamoraste,2020,Banda,—,96,Uriel Barrera
387,Sailing,2016,Urban,—,90,U.R.R.
388,Chess King,2018,—,Extended Version,115,Ursula 1000
389,Continental Break Fest,2002,—,Lp Version,131,Ursula 1000
390,Star Machine,2009,—,Original Version,128,Ursula 1000
391,Tropical Intention,2016,Tech House,Pontchartrain Remix,123,Ursula 1000
392,Urgent/Anxious,2008,—,Ladytron Remix,123,Ursula 1000
393,Rant (Hot In Here),2005,—,Album Version,103,Ursula Rucker
394,I Will Be With You,2001,—,Cecchini &koglin Mix,133,Ursula's World
395,Cantaloop 2004,2005,—,Soul Mix,100,US3
396,Cantaloop,1994,—,—,116,US 3
397,Tukka Yoots Riddim,1994,—,—,128,US 3
398,We Are The World,1985,Pop,—,71,USA For Africa
399,Corporate Thuggin',2007,Urban,—,94,U.S.D.A.
400,Corporate Thuggin',2007,—,Explicit,94,U.S.D.A.
401,Corporate Thuggin',2007,—,Clean,94,U.S.D.A.
402,White Girl,2007,Urban,—,77,U.S.D.A.
403,White Girl,2007,—, Clean Edit,77,U.S.D.A.
404,In The Beginning,2015,Dance,Original Mix,124,Used Disco
405,The 90's,2016,Deep House,Original Mix,124,Used Disco
406,You Know What Will Get You You Know Where,1995,Rock,—,119,U.S. Graft
407,U Got It Bad,2002,—,Tee's In House Club Mix,128,Usher
408,U Got It Bad,2001,—,Tee's Inhouse Radio Mix,128,Usher
409,U Got It Bad,2001,—,Soulpower Remix,130,Usher
410,U Got It Bad,2001,—,—,62,Usher
411,U Remind Me,2005,Top 40,—,94,Usher
412,U Remind Me,2001,—,Illicit Remix,125,Usher
413,U Remind Me,2001,—,Illicit Club Mix,125,Usher
414,U - Turn,2013,—,G4orce Remix*,130,Usher
415,Yeah,—,—,—,145,Usher
416,Yeah,2004,R&B,Confessions,105,Usher
417,,,,,,
418,Yeah!,2014,Urban,OMG Tour: Live From London,87,Usher
419,You Make Me Wanna,1997,—,—,82,Usher
420,U Got It Bad,2002,—,Tee's In House Club Mix,128,Usher
421,U Got It Bad,2001,—,Tee's Inhouse Radio Mix,128,Usher
422,U Got It Bad,2001,—,Soulpower Remix,130,Usher
423,U Got It Bad,2001,—,—,62,Usher
424,U Remind Me,2005,Top 40,—,94,Usher
425,U Remind Me,2001,—,Illicit Remix,125,Usher
426,U Remind Me,2001,—,Illicit Club Mix,125,Usher
427,U - Turn,2013,—,G4orce Remix*,130,Usher
428,Yeah,—,—,—,145,Usher
429,Yeah,2004,R&B,Confessions,105,Usher
430,,,,,,
431,Yeah!,2014,Urban,OMG Tour: Live From London,87,Usher
432,You Make Me Wanna,1997,—,—,82,Usher
433,My Boo,2004,R&B,Divide It By 2 ;),173,Usher Feat. Alicia Keys
434,I Don't Know,2001,Hip-Hop,Original,98,Usher Feat. Diddy
435,I Don't Know,2001,Hip-Hop,Original,98,Usher Feat. Diddy
436,Don't Waste My Time,2020,R&B,—,100,Usher ft. Ella Mai
437,Don't Waste My Time,2020,—,PO Intro Edit,100,Usher ft. Ella Mai
438,Don't Waste My Time,2020,R&B,PO Clean Edit,100,Usher ft. Ella Mai
439,Don't Waste My Time,2020,R&B,PO Quick Edit,100,Usher ft. Ella Mai
440,Caught Up (rmx),2005,R&B,—,110,Usher Ft. Fabolous
441,Caught Up (rmx),2005,R&B,—,110,Usher Ft. Fabolous
442,Rivals,2016,Urban,Intro Edit,93,Usher ft. Future
443,Rivals,2016,Urban,Explicit,93,Usher ft. Future
444,Rivals,2016,Urban,Clean Edit,93,Usher ft. Future
445,Rivals,2016,Urban,Quick Edit,93,Usher ft. Future
